ORG_Entity,Lemma_Entity,Suspicious,Lemma_Cleaned,Matched_Category
Fundację,fundacja,False,fundacja,NGO / Association / Foundation
Urzędu Patentowego Rzeczypospolitej Polskiej,urząd patentowy rzeczpospolita polski,False,urząd patentowy rzeczpospolita polski,Government / Public Administration
ALCHEM GRUPA Sp. z o.o.,alchem grupa sa . z ograniczona_odpowiedzialność .,True,alchem grupa s.a. z o.o.,Company / Business
GAZ-SYSTEMU,gaz - system,False,gaz - system,Company / Business
RFWW RAWAG Sp. z o.o.,rfww rawag sa . z ograniczona_odpowiedzialność .,True,rfww rawag s.a. z o.o.,Company / Business
Rady Europy,rada europa,False,rada europa,Government / Public Administration
Urząd Transportu Kolejowego,urząd transport kolejowy,False,urząd transport kolejowy,Government / Public Administration
Muzeum Sztuki,muzeum sztuka,False,muzeum sztuka,Cultural Institution / Arts
Elektrociepłowni Elbląg,elektrociepłownia elbląg,False,elektrociepłownia elbląg,Company / Business
Opolska Firma Przyjazna Cudzoziemcom,opolska firma przyjazna cudzoziemiec,False,opolska firma przyjazna cudzoziemiec,Company / Business
EkoE,ekter,False,ekter,Company / Business
Creotech,creotech,False,creotech,Company / Business
Centrum Studiów Ratzingera,centrum studia ratzinger,False,centrum studia ratzinger,Religious Organization
CDMSI,cdmsz,False,cdmsz,Other / Unclear
Inspektoratów Środowiska,inspektorat środowisko,False,inspektorat środowisko,Government / Public Administration
Huvepharma EOOD,huvepharma eood,False,huvepharma eood,Company / Business
Juchowo Farm,juchowo farm,False,juchowo farm,Company / Business
WA ZUT,wa zut,False,wa zut,Other / Unclear
Państwowa Agencja Rozwiązywania Problemów Alkoholowych,państwowy agencja rozwiązywać problem alkoholowy,False,państwowy agencja rozwiązywać problem alkoholowy,Government / Public Administration
Jednostkę Pośredniczącą,jednostka pośredniczącą,False,jednostka pośredniczącą,Other / Unclear
Zakład Produkcji Śrub Gaweł Palikówka,zakład produkcja śrub gaweł palikówka,False,zakład produkcja śrub gaweł palikówka,Company / Business
Filharmonii,filharmonia,False,filharmonia,Cultural Institution / Arts
ZG „Sobieski,zedług „ sobieski,False,zedług „ sobieski,Company / Business
Kościoła katolickiego,kościół katolicki,False,kościół katolicki,Religious Organization
Polskim Funduszem Rozwoju,polski fundusz rozwój,False,polski fundusz rozwój,Government / Public Administration
SciTech Strategies,scitech strategies,False,scitech strategies,Company / Business
ENRD,enrd,False,enrd,International Organization / EU
KEiAK UWr,keiak uwr,False,keiak uwr,Other / Unclear
LSM,lek,False,lek,Company / Business
SWPS,swodo,False,swodo,Other / Unclear
USC,usc,False,usc,Other / Unclear
Ministerstwo Rolnictwa,ministerstwo rolnictwo,False,ministerstwo rolnictwo,Government / Public Administration
OSRAM,osram,False,osram,Company / Business
Zespołami Wychowawczymi Szkół Gimnazjalnych,zespół wychowawczy szkoła gimnazjalny,False,zespół wychowawczy szkoła gimnazjalny,Education (non-university)
Sejmu,sejm,False,sejm,Government / Public Administration
TVP3 Olsztyn,tvp3 olsztyn,False,tvp3 olsztyn,Media / Publishing
Zakładu,zakład,False,zakład,Other / Unclear
Ministerstwo Edukacji Narodowej,ministerstwo edukacja narodowy,False,ministerstwo edukacja narodowy,Government / Public Administration
SBNAF,sbnaf,False,sbnaf,Other / Unclear
Konsorcjum E-RIHS.pl,konsorcjum e-rihs.pl,False,konsorcjum e-rihs.pl,International Organization / EU
Europejska Agencja Leków,europejski agencja lek,False,europejski agencja lek,International Organization / EU
Zespół Kliniki,zespół klinika,False,zespół klinika,Health / Hospitals / Medical
ICS,i_tak_dalek,True,i_tak_dalek,Other / Unclear
KBSR,kbor,False,kbor,Other / Unclear
Ministerstwo Rozwoju i Technologii,ministerstwo rozwój i technologia,False,ministerstwo rozwój i technologia,Government / Public Administration
Ogólnopolskiego Forum Organizatorów Społeczności Lokalnych,ogólnopolski forum organizator społeczność lokalny,False,ogólnopolski forum organizator społeczność lokalny,NGO / Association / Foundation
Gazeta Lubuska,gazeta lubuska,False,gazeta lubuska,Media / Publishing
PIB,pib,False,pib,Government / Public Administration
PCA,pia,False,pia,Government / Public Administration
POSK,posk,False,posk,Cultural Institution / Arts
Komendy Głównej Policji,komenda główny policja,False,komenda główny policja,Military / Defense / Security
EPISTOP,epistop,False,epistop,Health / Hospitals / Medical
KMP Kalisz,kilog kalisz,False,kilog kalisz,Government / Public Administration
Tauron SA,tauron sa,False,tauron sa,Company / Business
Polski Bank Komórek Macierzystych,polski bank komórka macierzysty,False,polski bank komórka macierzysty,Company / Business
TVP1,tv_1,True,tv_1,Media / Publishing
BfArM,bfarma,False,bfarma,Health / Hospitals / Medical
Greenpeace Polska,greenpeace polski,False,greenpeace polski,NGO / Association / Foundation
Muzeum UJ,muzeum uno,False,muzeum uno,Cultural Institution / Arts
Sekretariat Konwencji,sekretariat konwencja,False,sekretariat konwencja,International Organization / EU
Konfederację Episkopatu Polski,konfederację episkopat polski,False,konfederację episkopat polski,Religious Organization
AMKL,amkl,False,amkl,Other / Unclear
Komisji Rewizyjnej,komisja rewizyjna,False,komisja rewizyjna,Government / Public Administration
Europejskiego Dyrektoriatu Jakości Leków,europejski dyrektoriat jakość lek,False,europejski dyrektoriat jakość lek,International Organization / EU
OHŻ,ohż,False,ohż,NGO / Association / Foundation
LGC Standards Sp. z o.o.,lactacja standards sa . z ograniczona_odpowiedzialność .,True,lactacja standards s.a. z o.o.,Company / Business
Kadry Narodowej,kadra narodowy,False,kadra narodowy,Government / Public Administration
Związku Regionalnych Portów Lotniczych,związek regionalny port lotniczy,False,związek regionalny port lotniczy,Government / Public Administration
SZ RP,sz roktóry,False,sz rp,Government / Public Administration
Fundacją „Pełną Piersią,fundacją „ pełny pierś,False,fundacją „ pełny pierś,NGO / Association / Foundation
Generalną Dyrekcją Służby Więziennej,generalna dyrekcja służba więzienna,False,generalna dyrekcja służba więzienna,Government / Public Administration
PaReSoGo,pares,False,pares,International Organization / EU
Odra,odra,False,odra,Other / Unclear
FAMEG,fameg,False,fameg,Company / Business
Europejskiej Agencji Ochrony Środowiska,europejski agencja ochrona środowisko,False,europejski agencja ochrona środowisko,International Organization / EU
Ableton,ableton,False,ableton,Company / Business
Stowarzyszenie Zielona Chemia,stowarzyszenie zielony chemia,False,stowarzyszenie zielony chemia,NGO / Association / Foundation
PIU,pię,False,pię,Government / Public Administration
Urzędu Miasta Kalisza,urząd miasto kalisz,False,urząd miasto kalisz,Government / Public Administration
Towarystwo „Nadsannia,towarystwo „ nadsannia,False,towarystwo „ nadsannia,NGO / Association / Foundation
Bank Komórek,bank komórka,False,bank komórka,Health / Hospitals / Medical
Mazowieckie Samorządowe Centrum Doskonalenia Nauczycieli,mazowieckie samorządowy centrum doskonalić nauczyciel,False,mazowieckie samorządowy centrum doskonalić nauczyciel,Government / Public Administration
IEA,iea,False,iea,International Organization / EU
RCIN,rcink_iptoptopadowa,True,rcink_iptoptopadowa,Government / Public Administration
Teatru TV TVP,teatr te_jeta_bowy to_sysapipiporoby,True,teatr TV TVP,Media / Publishing
Krajowa Szkoła Sądownictwa i Prokuratury w Krakowie,krajowy szkoła sądownictwo i prokuratura w krakowie,False,krajowy szkoła sądownictwo i prokuratura w krakowie,Government / Public Administration
KMiW,kmiw,False,kmiw,Other / Unclear
Lidl,lidl,False,lidl,Company / Business
Lift Service S.A.,lift service s.a .,False,lift service s.a.,Company / Business
RAWAG,rawag,False,rawag,Company / Business
Bauer,bauer,False,bauer,International Organization / EU
Polską Agencję Rozwiązywania Problemów Alkoholowych,polski agencja rozwiązywać problem alkoholowy,False,polski agencja rozwiązywać problem alkoholowy,Government / Public Administration
Zakładzie Górniczym Sobieski,zakład górniczy sobieski,False,zakład górniczy sobieski,Company / Business
Inspektoratu Uzbrojenia,inspektorat uzbrojenie,False,inspektorat uzbrojenie,Government / Public Administration
Radzie Doradczej Dyrekcji Generalnej ds. Handlu,rada doradcze dyrekcja generalny do_spraw . handel,True,rada doradcze dyrekcja generalny ds. handel,Government / Public Administration
CBP,co_kt_pit,True,co_kt_pit,NGO / Association / Foundation
VMIX,viix,False,viix,Company / Business
Boston Consulting Group,boston consulting group,False,boston consulting group,Company / Business
PAK Kopalnia Węgla Brunatnego Konin,pak kopalnia węgiel brunatny konin,False,pak kopalnia węgiel brunatny konin,Company / Business
MindMade,mindmade,False,mindmade,Company / Business
Ministerstwu Spraw Wewnętrznych,ministerstwo sprawa wewnętrzny,False,ministerstwo sprawa wewnętrzny,Government / Public Administration
Górskie Ochotnicze Pogotowie Ratunkowe,górski ochotnicze pogotowie ratunkowy,False,górski ochotnicze pogotowie ratunkowy,Health / Hospitals / Medical
Orange Polska,orange polski,False,orange polski,Company / Business
WISS Thoma,wiss thoma,False,wiss thoma,Company / Business
Wechat,wechat,False,wechat,Company / Business
ABB,abb,False,abb,Company / Business
Uniwersytecie Szczecińskim,uniwersytet szczeciński,False,uniwersytet szczeciński,Other / Unclear
NIO-PIB,nio - pib,True,nio - pib,Other / Unclear
Polskiego Ośrodka Społeczno-Kulturalnego,polski ośrodek społeczny - kulturalny,False,polski ośrodek społeczny - kulturalny,Cultural Institution / Arts
Committee for Advanced Therapies,committee forówna advanced therapies,False,committee forówna advanced therapies,Health / Hospitals / Medical
IFPS,if_tymetr,True,if_tymetr,Other / Unclear
KS UEP,ksiądz uep,False,ksiądz uep,International Organization / EU
TVP VOD,to_sysapipiporoby vod,True,TVP vod,Media / Publishing
CNH Industrial,cnoty industrial,False,cnoty industrial,Company / Business
Instytucie Dziennikarstwa i Komunikacji Społecznej UWr,instytut dziennikarstwo i komunikacja społeczny uwr,False,instytut dziennikarstwo i komunikacja społeczny uwr,Other / Unclear
Grupa D5 Sp. z o.o.,grupa d5 sa . z ograniczona_odpowiedzialność .,True,grupa d5 s.a. z o.o.,Company / Business
Generalna Inspekcja Ochrony Środowiska,generalna inspekcja ochrona środowisko,False,generalna inspekcja ochrona środowisko,Government / Public Administration
Ministerstwo Edukacji Węgier,ministerstwo edukacja węgier,False,ministerstwo edukacja węgier,Government / Public Administration
Cisco Systems,cisco systems,False,cisco systems,Company / Business
Sił Zbrojnych Rzeczypospolitej Polskiej,siła zbrojny rzeczpospolita polski,False,siła zbrojny rzeczpospolita polski,Government / Public Administration
IG UKW,in ukwa,False,in ukwa,Other / Unclear
Polskie Stowarzyszenie Montessori,polski stowarzyszenie montessori,False,polski stowarzyszenie montessori,NGO / Association / Foundation
Kuratorium Oświaty,kuratorium oświata,False,kuratorium oświata,Education (non-university)
Polskiej Kadry Piłki Nożnej,polski kadra piłka nożny,False,polski kadra piłka nożny,NGO / Association / Foundation
Ośrodka Badawczo-Rozwojowego Energetyki Sp. z o.o.,ośrodek badawczy - rozwojowego energetyka sa . z ograniczona_odpowiedzialność .,True,ośrodek badawczy - rozwojowego energetyka s.a. z o.o.,Company / Business
IOŚ PIB,ioś pib,False,ioś pib,Other / Unclear
Volvo Truck,volvo truck,False,volvo truck,Company / Business
Lubelskim Porozumieniem na Rzecz Zdrowia Psychicznego,lubelski porozumienie na rzecz zdrowie psychiczny,False,lubelski porozumienie na rzecz zdrowie psychiczny,Health / Hospitals / Medical
ILO,ilo,False,ilo,International Organization / EU
Stolicy Apostolskiej,stolica apostolska,False,stolica apostolska,Religious Organization
Przedsiębiorstwo Usług Morskich UNIPIL Sp. z o.o.,przedsiębiorstwo usługa morski unipil sa . z ograniczona_odpowiedzialność .,True,przedsiębiorstwo usługa morski unipil s.a. z o.o.,Company / Business
GMF,gi_yposta,True,gi_yposta,International Organization / EU
SPO,spo,False,spo,Other / Unclear
Impresa Sociale,impres sociale,False,impres sociale,NGO / Association / Foundation
Fundacja IPSO ORDO,fundacja ipso ordo,False,fundacja ipso ordo,NGO / Association / Foundation
EZA,eza,False,eza,International Organization / EU
Polish Review,polish review,False,polish review,Media / Publishing
Brytyjskiej Partii Pracy,brytyjski partia praca,False,brytyjski partia praca,Government / Public Administration
Wydawnictwo UKSW,wydawnictwo uks,False,wydawnictwo uks,Media / Publishing
Państwowej Komisji Badania Wypadków Kolejowych,państwowy komisja badanie wypadek kolejowy,False,państwowy komisja badanie wypadek kolejowy,Government / Public Administration
UN ECE,un oce,False,un oce,International Organization / EU
Episkopat Polski,episkopat polski,False,episkopat polski,Religious Organization
WT UO,wiet uo,False,wiet uo,Other / Unclear
Amanda,amanda,False,amanda,Other / Unclear
Komisji Kultury i Środków Masowego Przekazu Sejmu RP,komisja kultura i środek masowy przekaz sejm roktóry,False,komisja kultura i środek masowy przekaz sejm rp,Government / Public Administration
Grupę PES,grupa pes,False,grupa pes,Company / Business
Universidad de Las Palmas de Gran Canaria,universidad de las palmas de gran canaria,False,universidad de las palmas de gran canaria,Other / Unclear
Ośrodek Rozwoju Edukacji ORE,ośrodek rozwój edukacja oło,False,ośrodek rozwój edukacja oło,Education (non-university)
Rejonowych Warsztatów Technicznych,rejonowy warsztaty techniczny,False,rejonowy warsztaty techniczny,Military / Defense / Security
NTSU,nts,False,nts,Other / Unclear
Energo-System S.A.,energo - system s.a .,False,energo - system s.a.,Company / Business
Lubuski Klaster Metalowy,lubuski klaster metalowy,False,lubuski klaster metalowy,Company / Business
SANEPID,sanepid,False,sanepid,Government / Public Administration
Pfeiser,pfeiser,False,pfeiser,Company / Business
DSPZ,dok,False,dok,Health / Hospitals / Medical
Technopolis,technopolis,False,technopolis,Company / Business
Israel Philharmonic Orchestra,israel philharmonic orchestra,False,israel philharmonic orchestra,Cultural Institution / Arts
COMACSA,comacs,False,comacs,Company / Business
UM Gliwice,um gliwice,False,um gliwice,Other / Unclear
MPWiK S.A.,mpwik s.a .,False,mpwik s.a.,Company / Business
FChMPL,fchmpl,False,fchmpl,Other / Unclear
AromatVertex Sp. z.o.o.,aromatvertex sa . z.o.o .,False,aromatvertex s.a. z.o.o. .,Media / Publishing
Amazon,amazon,False,amazon,Company / Business
Fundacją Nahda,fundacją nahda,False,fundacją nahda,NGO / Association / Foundation
ZWiK-Szczecin,zwik - szczecin,False,zwik - szczecin,Government / Public Administration
OPLOT,oplot,False,oplot,Education (non-university)
Centi,centi,False,centi,Company / Business
Police Service of Northern Ireland,police service of northern ireland,False,police service of northern ireland,Military / Defense / Security
Komitetu Regionów,komitet region,False,komitet region,International Organization / EU
Sejmik Województwa Podkarpackiego,sejmik województwo podkarpackiego,False,sejmik województwo podkarpackiego,Government / Public Administration
WTC WAT,wtcyn_potobion wat,True,wtcyn_potobion wat,Military / Defense / Security
ITP,i_tym_podobne,True,i_tym_podobne,Education (non-university)
AFCO,afco,False,afco,Military / Defense / Security
Regionalnej Sieci Tematycznej,regionalny sieć tematyczna,False,regionalny sieć tematyczna,Government / Public Administration
Polskiego Związku Kajakowego,polski związek kajakowego,False,polski związek kajakowego,NGO / Association / Foundation
Przyszpitalnej Poradni Ginekologicznej,przyszpitalna poradnia ginekologiczna,False,przyszpitalna poradnia ginekologiczna,Health / Hospitals / Medical
Ośrodka Badawczo-Rozwojowego Energetyki,ośrodek badawczy - rozwojowego energetyka,False,ośrodek badawczy - rozwojowego energetyka,Company / Business
Teatr Szekspirowski,teatr szekspirowski,False,teatr szekspirowski,Cultural Institution / Arts
SecoWarwick,secowarwick,False,secowarwick,Company / Business
MERCK,merck,False,merck,Company / Business
MikoPac Sp. z o.o.,mikopac sa . z ograniczona_odpowiedzialność .,True,mikopac s.a. z o.o.,Company / Business
GUM,gum,False,gum,Government / Public Administration
WF UJCM,wf ujcp,False,wf ujcp,Other / Unclear
Farmakopei Europejskiej,farmakopea europejski,False,farmakopea europejski,International Organization / EU
TCT,tieta,False,tieta,Company / Business
International Society of Pediatric and Adolescent Diabetes,international society of pediatric and adolescent diabetes,False,international society of pediatric and adolescent diabetes,International Organization / EU
MSZ RP,mięty roktóry,False,mięty rp,Government / Public Administration
Śląskiego Jazz Klubu,śląski jazz klub,False,śląski jazz klub,Cultural Institution / Arts
OPZZZ,opzzz,False,opzzz,NGO / Association / Foundation
PHARMENA,pharmena,False,pharmena,Company / Business
DUX,dux,False,dux,Company / Business
IGiG,igig,False,igig,Other / Unclear
Rada ds. Przedsiębiorczości,rada do_spraw . przedsiębiorczość,True,rada ds. przedsiębiorczość,Government / Public Administration
CTH2 IEn,cth2 ien,False,cth2 ien,Company / Business
Polskiej Misji,polski misja,False,polski misja,Religious Organization
OTF,ot,False,ot,Other / Unclear
TU Graz,tu graz,False,tu graz,Other / Unclear
Narodowego Funduszu Rewaloryzacji Zabytków Krakowa,narodowy fundusz rewaloryzacja zabytek krakowa,False,narodowy fundusz rewaloryzacja zabytek krakowa,Government / Public Administration
Curium,curium,False,curium,Company / Business
ZAH,zah,False,zah,Other / Unclear
Dr.Schneider Automotive,dr.schneider automotive,False,dr.schneider automotive,Company / Business
Centrum Rehabilitacji Pocowidowej,centrum rehabilitacja pocowidowaj,False,centrum rehabilitacja pocowidowaj,Health / Hospitals / Medical
JOZ,joz,False,joz,Company / Business
PKN ORLEN,pon orlen,False,pon orlen,Company / Business
PKP,podpata,False,podpata,Government / Public Administration
Państwowa Opera,państwowy opera,False,państwowy opera,Government / Public Administration
Agencja Restrukturyzacji i Modernizacji Rolnictwa,agencja restrukturyzacja i modernizacja rolnictwo,False,agencja restrukturyzacja i modernizacja rolnictwo,Government / Public Administration
Routledge,routledge,False,routledge,Media / Publishing
IPiSS,ipiss,False,ipiss,Other / Unclear
DEON,deon,False,deon,Media / Publishing
Neurosoft,neurosoft,False,neurosoft,Company / Business
MARK-BUD Sp. z o.o.,mark - bud sa . z ograniczona_odpowiedzialność .,True,mark - bud s.a. z o.o.,Company / Business
WISiE,wisa,False,wisa,Other / Unclear
Smart Fluid,smart fluid,False,smart fluid,Company / Business
MEN,meder_a,True,meder_a,Government / Public Administration
WNZ,wzo,False,wzo,Other / Unclear
Agencję Żywności i Leków,agencja żywność i lek,False,agencja żywność i lek,Government / Public Administration
Nowak Technologie,nowak technologia,False,nowak technologia,Company / Business
Outotec,outotec,False,outotec,Company / Business
KM Policji,kilometr policja,False,kilometr policja,Military / Defense / Security
NIK,nik,False,nik,Government / Public Administration
Agilent Technologies,agilent technologies,False,agilent technologies,Company / Business
BioNTech,bionty,False,bionty,Company / Business
Siły Powietrzne USA,siła powietrzny usa,False,siła powietrzny usa,Health / Hospitals / Medical
QFlo,qflo,False,qflo,Company / Business
Regionalna Dyrekcja Ochrony Środowiska,regionalny dyrekcja ochrona środowisko,False,regionalny dyrekcja ochrona środowisko,Government / Public Administration
KAS,kasa,False,kasa,Government / Public Administration
PIW,piw,False,piw,Government / Public Administration
Naczelnej Izbie Kontroli,naczelny izba kontrola,False,naczelny izba kontrola,Government / Public Administration
MPiT,mpit,False,mpit,Government / Public Administration
Elektron,elektron,False,elektron,Company / Business
Ośrodek Profilaktyki i Rehabilitacji Creator,ośrodek profilaktyka i rehabilitacja creator,False,ośrodek profilaktyka i rehabilitacja creator,Health / Hospitals / Medical
Veolia Energia,veolia energia,False,veolia energia,Company / Business
Ministerstwo Administracji Publicznej Słowenii,ministerstwo administracja publiczny słowenie,False,ministerstwo administracja publiczny słowenie,Government / Public Administration
Biedronka,biedronka,False,biedronka,Company / Business
GDOŚ,gdoś,False,gdoś,Government / Public Administration
Międzynarodowej Komisji Elektrotechnicznej,międzynarodowy komisja elektrotechniczna,False,międzynarodowy komisja elektrotechniczna,Government / Public Administration
WIPO,wipo,False,wipo,International Organization / EU
UWr,uwr,False,uwr,Other / Unclear
WITI,witi,False,witi,Military / Defense / Security
Huawei,huawei,False,huawei,Company / Business
NCBJ,ncbj,False,ncbj,Other / Unclear
Ministerstwa Gospodarki Morskiej,ministerstwo gospodarka morsko,False,ministerstwo gospodarka morsko,Government / Public Administration
MO SG,mo sodyty_umem,True,mo sodyty_umem,Military / Defense / Security
Polski Komitet Olimpijski,polski komitet olimpijski,False,polski komitet olimpijski,NGO / Association / Foundation
Elektrowni Turów,elektrownia tur,False,elektrownia tur,Company / Business
Zakładu Analityki Żywności i Ochrony Środowiska,zakład analityki żywność i ochrona środowisko,False,zakład analityki żywność i ochrona środowisko,Other / Unclear
Korporacji Lockheed Martin,korporacja lockheed martin,False,korporacja lockheed martin,Government / Public Administration
MKiDN,mkidno,False,mkidno,Government / Public Administration
SecoWarwick S.A.,secowarwick s.a .,False,secowarwick s.a.,Company / Business
Koninklijke Visio,koninklijko visio,False,koninklijko visio,Health / Hospitals / Medical
Modertrans Poznań,modertrans poznań,False,modertrans poznań,Company / Business
Fabrykę Broni,fabryka broń,False,fabryka broń,Company / Business
Maturolife,maturolife,False,maturolife,Other / Unclear
Passauer Neue Presse,passauer neue presso,False,passauer neue presso,International Organization / EU
KSSIP,kssip,False,kssip,Government / Public Administration
OPZZ,opiz,False,opiz,NGO / Association / Foundation
HSE,hek,False,hek,Government / Public Administration
UM WL,um wlojetsta,False,um wlojetsta,Other / Unclear
Allegro,allegro,False,allegro,Company / Business
Polski Związek Sportu Niesłyszących,polski związek sport niesłyszący,False,polski związek sport niesłyszący,NGO / Association / Foundation
Śląskiej Izbie Lekarskiej,śląsko izba lekarski,False,śląsko izba lekarski,Government / Public Administration
Uniwer.,uniwer .,True,uniwer .,Other / Unclear
Zespół,zespół,False,zespół,Other / Unclear
IBAF,ibaf,False,ibaf,Other / Unclear
Logstor,logstor,False,logstor,Company / Business
Centrum Zaawansowanych Technologii,centrum zaawansowanych technologia,False,centrum zaawansowanych technologia,Company / Business
P&A Credit Agency,pan &a credit agency,False,pan &a credit agency,Company / Business
Ośrodek Badawczo-Rozwojowy Urządzeń Mechanicznych OBRUM,ośrodek badawczy - rozwojowy urządzenie mechaniczny obrum,False,ośrodek badawczy - rozwojowy urządzenie mechaniczny obrum,Government / Public Administration
WZiE PG,wie pod_wem,True,wie pod_wem,Other / Unclear
Damel S.A.,damel s.a .,False,damel s.a.,Company / Business
Elektronika Jądrowa,elektronika jądrowa,False,elektronika jądrowa,Company / Business
Przedsiębiorstwo GALKOR,przedsiębiorstwo galkor,False,przedsiębiorstwo galkor,Company / Business
WMiI UŁ,wmia ułołt,False,wmia ułołt,Other / Unclear
Belma,belma,False,belma,Company / Business
KASLAB,kaslab,False,kaslab,Company / Business
Międzynarodowej Spółce FAIR GmbH,międzynarodowy spółka fair gieb,False,międzynarodowy spółka fair gieb,Government / Public Administration
Irish Abroad Unit,irish abroad unit,False,irish abroad unit,International Organization / EU
Radzie Miejskiej,rada miejski,False,rada miejski,Government / Public Administration
Krajowej Administracji Publicznej,krajowy administracja publiczny,False,krajowy administracja publiczny,Government / Public Administration
Hamodia,hamodia,False,hamodia,Company / Business
NSG,no_cemat,True,no_cemat,Company / Business
KBiMŻ UPP,kbimż up_,True,kbimż up_,Other / Unclear
Federacji Przedsiębiorstw Branży Rolno-Spożywczej,federacji przedsiębiorstwo branża rolny - spożywczej,False,federacji przedsiębiorstwo branża rolny - spożywczej,Company / Business
Tecra sp. z o.o.,tecro sa . z ograniczona_odpowiedzialność .,True,tecro s.a. z o.o.,Company / Business
Rady Ewaluacyjnej Projektu,rada ewaluacyjna projekt,False,rada ewaluacyjna projekt,Government / Public Administration
IPMA,ipma,False,ipma,International Organization / EU
Polskie Towarzystwo Leśne,polski towarzystwo leśny,False,polski towarzystwo leśny,NGO / Association / Foundation
Trybunału Konstytucyjnego,trybunał konstytucyjny,False,trybunał konstytucyjny,Government / Public Administration
IAK WA PK,iak wa punkt,False,iak wa punkt,Other / Unclear
Singkreis Schönfeld,singkreis schönfeld,False,singkreis schönfeld,Cultural Institution / Arts
Teatr AST,teatr astykuł,False,teatr astykuł,Cultural Institution / Arts
Plant Unit,plent unit,False,plent unit,Other / Unclear
Rail-Mil Computers,rail - mila computers,False,rail - mila computers,Company / Business
ITW,in_,True,in_,Company / Business
IA UWr,ia uwr,False,ia uwr,Other / Unclear
WE ZUT,w zut,False,w zut,Other / Unclear
ZBP,zotym_podobne,True,zotym_podobne,NGO / Association / Foundation
H. G. Wells Society,h . gram . wells society,False,h . gram . wells society,Cultural Institution / Arts
Sztab Generalny Wojska Polskiego,sztab generalny wojsko polski,False,sztab generalny wojsko polski,Military / Defense / Security
Hasco-Lek,hasco - lek,False,hasco - lek,Company / Business
QSAR Lab,qsar rok,False,qsar rok,Company / Business
LBMiK,lbmik,False,lbmik,Other / Unclear
Urząd Marszałkowski,urząd marszałkowski,False,urząd marszałkowski,Government / Public Administration
Radzie Standardów Zawodowych,rada standard zawodowy,False,rada standard zawodowy,Government / Public Administration
INB,inbypkum,False,inbypkum,Other / Unclear
TOURK,tourk,False,tourk,Other / Unclear
Biurem Promocji UJ,biuro promocja uno,False,biuro promocja uno,Other / Unclear
ATM Lighting,atm lighting,False,atm lighting,Company / Business
NEC,nec,False,nec,Company / Business
Rady Programowej,rada programowy,False,rada programowy,Government / Public Administration
Stowarzyszenie Rezerwat Kultury,stowarzyszenie rezerwat kultura,False,stowarzyszenie rezerwat kultura,NGO / Association / Foundation
Studio Eksperymentalne Polskiego Radia,studio eksperymentalne polski radio,False,studio eksperymentalne polski radio,Media / Publishing
Edipresse,edipresse,False,edipresse,Media / Publishing
Krakowskiej Szkoły Teoretycznej,krakowski szkoła teoretyczny,False,krakowski szkoła teoretyczny,Education (non-university)
NaturBornholm,naturbornholm,False,naturbornholm,Cultural Institution / Arts
MAZUR Sp. Z o.o.,mazur sa . z ograniczona_odpowiedzialność .,True,mazur s.a. z o.o.,Company / Business
Academy NKey,academy nkey,False,academy nkey,Other / Unclear
Międzynarodowej Unii Astronomicznej,międzynarodowy unia astronomiczna,False,międzynarodowy unia astronomiczna,Government / Public Administration
Zakłady Mechaniczne Tarnów SA,zakład mechaniczne tarny sa,False,zakład mechaniczne tarny sa,Company / Business
Polską Agencję Prasową,polski agencja prasowy,False,polski agencja prasowy,Government / Public Administration
EXMOT,exmot,False,exmot,Company / Business
Accor,accor,False,accor,Company / Business
Rady Dostępności,rada dostępność,False,rada dostępność,Government / Public Administration
Polska Izba Ubezpieczeniowa,polski izba ubezpieczeniowy,False,polski izba ubezpieczeniowy,Government / Public Administration
AACPDM,aacpdm,False,aacpdm,Other / Unclear
Z.M-K,z,False,z,Other / Unclear
PZITB,pobpo,False,pobpo,NGO / Association / Foundation
Sił Zbrojnych Rzeczypospolitej Polski,siła zbrojny rzeczpospolita polski,False,siła zbrojny rzeczpospolita polski,Government / Public Administration
KNSiH,knsido,False,knsido,Other / Unclear
Francuskiej Biblioteki Narodowej,francuski biblioteka narodowy,False,francuski biblioteka narodowy,Government / Public Administration
WHiBZ,whibz,False,whibz,Other / Unclear
Galeria To-Tu,galeria to - tu,False,galeria to - tu,Cultural Institution / Arts
Ekoenergetyka,ekoenergetyka,False,ekoenergetyka,Company / Business
Polskie Towarzystwo Leczenia Ran,polski towarzystwo leczenie ran,False,polski towarzystwo leczenie ran,NGO / Association / Foundation
Zespół Biomechaniki Tkanek AGH,zespół biomechaniki tkanka agh,False,zespół biomechaniki tkanka agh,Other / Unclear
Szkoły Mistrzów,szkoła mistrz,False,szkoła mistrz,Education (non-university)
Międzynarodowego Funduszu Walutowego,międzynarodowy fundusz walutowy,False,międzynarodowy fundusz walutowy,Government / Public Administration
ODN Lublin,odn lublin,False,odn lublin,Education (non-university)
ISO/IEC,is /iec,True,is /iec,International Organization / EU
BYU,byu,False,byu,Other / Unclear
Ermlab,ermlab,False,ermlab,Company / Business
Stowarzyszenie Wszechnicy Racjonalistyczno-Oświeceniowej,stowarzyszenie wszechnica racjonalistyczno - oświeceniowa,False,stowarzyszenie wszechnica racjonalistyczno - oświeceniowa,NGO / Association / Foundation
Wojewódzkiej Radzie Lwowa,wojewódzka rada lwowa,False,wojewódzka rada lwowa,Government / Public Administration
Zespole ds. Strategii Rozwoju,zespół do_spraw . strategia rozwój,True,zespół ds. strategia rozwój,Other / Unclear
